Unique_ID,Taxa,Ecosystem,x_gm,y_gm,Reference,Group,Lat,Lon,Year,Plot_name,Notes
127,Tall grass prairie,Northern Iowa,900,390,Kucera 1993; Coupland 1993 (8A) p. 260,Grass,,,,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
128,Tall grass prairie,Central Missouri,978,508,Kucera 1993; Coupland 1993 (8A) p. 260,Grass,,,,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
129,Tall grass prairie,South-western Missouri,925,544,Kucera 1993; Coupland 1993 (8A) p. 260,Grass,,,,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
130,Tall grass prairie,"Eastern Kansas, lightly grazed",543,258,Kucera 1993; Coupland 1993 (8A) p. 260,Grass,38,-96,,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
131,Tall grass prairie,"Eastern Kansas, moderately grazed",441,244,Kucera 1993; Coupland 1993 (8A) p. 260,Grass,38,-96,,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
132,Tall grass prairie,"Eastern Kansas, heavily grazed",252,148,Kucera 1993; Coupland 1993 (8A) p. 260,Grass,38,-96,,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
133,Tall grass prairie,"Fort Worth, Texas",1030,457,Kucera 1993; Coupland 1993 (8A) p. 260,Grass,32.69,-97.3,,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
134,Ungrazed mixed prairie,"ALE, Washington, 1971",178,82,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,46.4,-119.55,1971,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
135,Ungrazed mixed prairie,"ALE, Washington, 1972",122,114,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,46.4,-119.55,1972,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
136,Ungrazed mixed prairie,"Bison, Montana, 1970",204,272,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,47.31666667,-114.2666667,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
137,Ungrazed mixed prairie,"Bridger, Montana, 1970",129,168,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,45.78333333,-110.7833333,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
138,Ungrazed mixed prairie,"Bridger, Montana, 1972",274,330,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,45.78333333,-110.7833333,1972,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
139,Ungrazed mixed prairie,"Cottonwood, South Dakota, 1970",222,212,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,43.95,-101.8666667,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
140,Ungrazed mixed prairie,"Cottonwood, South Dakota, 1971",241,255,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,43.95,-101.8666667,1971,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
141,Ungrazed mixed prairie,"Cottonwood, South Dakota, 1972",236,279,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,43.95,-101.8666667,1972,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
142,Ungrazed mixed prairie,"Dickinson, North Dakota, 1970",547,351,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,46.9,-102.8166667,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
143,Ungrazed mixed prairie,"Hays, Kansas, 1970",196,363,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,38.86666667,-99.38333333,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
144,Ungrazed mixed prairie,"Jornada, New Mexico, 1970",87,134,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,32.6,-106.85,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
145,Ungrazed mixed prairie,"Jornada, New Mexico, 1971",79,125,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,32.6,-106.85,1971,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
146,Ungrazed mixed prairie,"Jornada, New Mexico, 1972",88,186,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,32.6,-106.85,1972,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
147,Ungrazed mixed prairie,"Osage, Oklahoma 1970",458,331,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,36.95,-96.55,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
148,Ungrazed mixed prairie,"Osage, Oklahoma 1971",699,416,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,36.95,-96.55,1971,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
149,Ungrazed mixed prairie,"Osage, Oklahoma 1972",636,290,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,36.95,-96.55,1972,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
150,Ungrazed mixed prairie,"Pantex, Texas, 1970",98,155,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,35.3,-101.5333333,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
151,Ungrazed mixed prairie,"Pantex, Texas, 1971",248,289,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,35.3,-101.5333333,1971,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
152,Ungrazed mixed prairie,"Pantex, Texas, 1972",254,327,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,35.3,-101.5333333,1972,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
153,Ungrazed mixed prairie,"Pawnee, Colorado, 1970",123,160,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,40.81666667,-104.7666667,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
154,Ungrazed mixed prairie,"Pawnee, Colorado, 1971",119,218,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,40.81666667,-104.7666667,1971,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
155,Ungrazed mixed prairie,"Pawnee, Colorado, 1972",163,138,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,40.81666667,-104.7666667,1972,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
156,Grazed mixed prairie,"ALE, Washington, 1971",140,54,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,46.4,-119.55,1971,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
157,Grazed mixed prairie,"ALE, Washington, 1972",81,99,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,46.4,-119.55,1972,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
158,Grazed mixed prairie,"Bison, Montana, 1970",114,170,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,47.31666667,-114.2666667,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
159,Grazed mixed prairie,"Bridger, Montana, 1970",109,145,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,45.78333333,-110.7833333,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
160,Grazed mixed prairie,"Bridger, Montana, 1972",266,344,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,45.78333333,-110.7833333,1972,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
161,Grazed mixed prairie,"Cottonwood, South Dakota, 1970",131,160,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,43.95,-101.8666667,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
162,Grazed mixed prairie,"Cottonwood, South Dakota, 1971",112,205,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,43.95,-101.8666667,1971,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
163,Grazed mixed prairie,"Cottonwood, South Dakota, 1972",111,177,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,43.95,-101.8666667,1972,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
164,Grazed mixed prairie,"Dickinson, North Dakota, 1970",250,302,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,46.9,-102.8166667,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
165,Grazed mixed prairie,"Hays, Kansas, 1970",152,372,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,38.86666667,-99.38333333,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
166,Grazed mixed prairie,"Jornada, New Mexico, 1970",57,97,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,32.6,-106.85,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
167,Grazed mixed prairie,"Jornada, New Mexico, 1971",36,51,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,32.6,-106.85,1971,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
168,Grazed mixed prairie,"Jornada, New Mexico, 1972",59,180,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,32.6,-106.85,1972,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
169,Grazed mixed prairie,"Osage, Oklahoma 1970",257,434,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,36.95,-96.55,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
170,Grazed mixed prairie,"Osage, Oklahoma 1971",407,523,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,36.95,-96.55,1971,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
171,Grazed mixed prairie,"Osage, Oklahoma 1972",285,370,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,36.95,-96.55,1972,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
172,Grazed mixed prairie,"Pantex, Texas, 1970",126,155,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,35.3,-101.5333333,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
173,Grazed mixed prairie,"Pantex, Texas, 1971",258,218,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,35.3,-101.5333333,1971,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
174,Grazed mixed prairie,"Pantex, Texas, 1972",213,302,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,35.3,-101.5333333,1972,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
175,Grazed mixed prairie,"Pawnee, Colorado, 1970",90,123,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,40.81666667,-104.7666667,1970,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
176,Grazed mixed prairie,"Pawnee, Colorado, 1971",167,108,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,40.81666667,-104.7666667,1971,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
177,Grazed mixed prairie,"Pawnee, Colorado, 1972",124,77,Sims Singh Lauenroth 1978 for biomass values and Sims Singh 1978 for production,Grass,40.81666667,-104.7666667,1972,Grass above-ground production (g/m2/yr) vs above-ground biomass (g/m2) global,
178,Aspen,"Aspen, Canada, 52 yrs",150,230,Huston and Wolverton 2009: Pollard 1972; cited in Cannell 1982,Forest Broadleaf,46,-77,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 52
179,Montane,"Montane, Jamaica",830,690,"Huston and Wolverton 2009: Tanner (1980, 1977); cited in Cannell 1982",Forest Broadleaf,18.08,-76.5,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): Mature
180,Montane,"Montane, Jamaica",670,790,"Huston and Wolverton 2009: Tanner (1980, 1977); cited in Cannell 1982",Forest Broadleaf,18.08,-76.5,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): Mature
181,Rainforest,"Seasonal Lowland RF, Ivory Coast",250,1150,Huston and Wolverton 2009: Muller and Nielsen (1965); cited in Cannell 1982,Forest Broadleaf,5.5,4,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): Mature
182,Rainforest,"Lowland TRF, Ivory Coast, Valley",900,1154,Huston and Wolverton 2009: Bernhardt-Reversat et al (1978); cited in Cannell 1982,Forest Broadleaf,5.5,-4,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): Mature
183,Rainforest,"Lowland TRF, Ivory Coast, plateau",800,1322,Huston and Wolverton 2009: Bernhardt-Reversat et al (1978); cited in Cannell 1982,Forest Broadleaf,5.5,-4,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): Mature
184,Rainforest,"Rainforest Shorea, Malaysia",590,1491,Huston and Wolverton 2009: Bullock 1981; cited in Cannell 1982,Forest Broadleaf,3,102.5,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): Mature
185,Rainforest,"Lowland TRF, Ivory Coast, plateau",900,1537,Huston and Wolverton 2009: Bernhardt-Reversat et al (1978); cited in Cannell 1982,Forest Broadleaf,5.5,-4,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): Mature
186,Rainforest,"Rainforest, Malaysia",777,1969,"Huston and Wolverton 2009: Kira (1978a,b); cited in Cannell 1982",Forest Broadleaf,3,102.5,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): Mature
187,Rainforest,"Rainforest, Malaysia",820,2250,"Huston and Wolverton 2009: Kira (1978a,b); cited in Cannell 1982",Forest Broadleaf,3,102.5,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): Mature
188,Rainforest,"Rain Forest, Thailand",820,3031,Huston and Wolverton 2009: Kira et al. (1967); cited in Cannell 1982,Forest Broadleaf,7.5,99.5,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): Mature
189,Savanna,"Dry Deciduous, India",410,755,Huston and Wolverton 2009: Singh and Misra 1979; cited in Cannell 1982,Forest Broadleaf,25,83,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): Mature
190,Camellia,"Camellia, 350m, Japan",610,890,Huston and Wolverton 2009: Saito et al. (1965); cited in Cannell 1982,Forest Broadleaf,34.5,136.5,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 60
191,Savanna,"Dry Deciduous, India",470,915,Huston and Wolverton 2009: Singh and Misra 1979; cited in Cannell 1982,Forest Broadleaf,25,83,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): Mature
192,Camellia,"Camellia, 350m, Japan",500,930,Huston and Wolverton 2009: Saito et al. (1965); cited in Cannell 1982,Forest Broadleaf,34.5,136.5,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 60
193,Camellia,"Camellia, 350m, Japan",740,1070,Huston and Wolverton 2009: Saito et al. (1965); cited in Cannell 1982,Forest Broadleaf,34.5,136.5,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 60
194,Camellia,"Camellia, 350m, Japan",730,1090,Huston and Wolverton 2009: Saito et al. (1965); cited in Cannell 1982,Forest Broadleaf,34.5,136.5,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 60
195,Savanna,"Dry Deciduous, India",620,1142,Huston and Wolverton 2009: Singh and Misra 1979; cited in Cannell 1982,Forest Broadleaf,25,83,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 60
196,Camellia,"Camellia, 350m, Japan",630,1540,Huston and Wolverton 2009: Saito et al. (1965); cited in Cannell 1982,Forest Broadleaf,34.5,136.5,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 60
197,Camellia,"Camellia, 350m, Japan",750,1840,Huston and Wolverton 2009: Saito et al. (1965); cited in Cannell 1982,Forest Broadleaf,34.5,136.5,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 60
198,Savanna,"Puerto Rico, Dry forest, Guanica",230,30,Huston and Wolverton 2009: Lugo et al. 1978; cited in Cannell 1982,Forest Broadleaf,18,-67,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,This is an extreme point and was removed from the regression
199,Oak,"Oak,Santa Cat. AZ",190,103,Huston and Wolverton 2009: Whittaker and Niering (1975); cited in Cannell 1982,Forest Broadleaf,32.5,-111,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 117
200,Birch,"Birch, Greenland",120,198,Huston and Wolverton 2009: Elkington and Jones (1974); cited in Cannell 1982,Forest Broadleaf,61,-46,,Broadleaf total production (g/m2/yr) vs foliage biomass (g/m2) global,Age (yrs): 79
